nx,ny,PCP,POP,PTY,REH,SKY,TMP,WSD
50,119,-99.0,-99.0,0.0,-99.0,3.0,-99.0,2.7
50,120,-99.0,-99.0,0.0,-99.0,3.0,-99.0,3.1
50,121,-99.0,-99.0,0.0,-99.0,3.0,-99.0,3.7
50,122,-99.0,-99.0,0.0,-99.0,3.0,-99.0,3.7
50,123,-99.0,-99.0,0.0,-99.0,3.0,-99.0,3.7
50,124,-99.0,-99.0,0.0,-99.0,3.0,-99.0,3.7
50,125,-99.0,-99.0,0.0,-99.0,3.0,-99.0,3.6
50,126,-99.0,-99.0,0.0,-99.0,3.0,-99.0,3.4
50,127,-99.0,-99.0,0.0,-99.0,3.0,-99.0,3.3
50,128,-99.0,-99.0,0.0,-99.0,3.0,-99.0,3.2
50,129,-99.0,-99.0,0.0,-99.0,3.0,-99.0,3.1
50,130,-99.0,-99.0,0.0,-99.0,3.0,-99.0,3.0
50,131,-99.0,-99.0,0.0,-99.0,3.0,-99.0,2.8
50,132,-99.0,-99.0,0.0,-99.0,3.0,-99.0,2.7
50,133,-99.0,-99.0,0.0,-99.0,3.0,-99.0,2.6
50,134,-99.0,-99.0,0.0,-99.0,3.0,-99.0,2.5
50,135,-99.0,-99.0,0.0,-99.0,3.0,-99.0,2.4
51,119,0.0,0.0,0.0,95.0,1.0,10.0,1.4
51,120,0.0,0.0,0.0,90.0,1.0,11.0,1.3
51,121,0.0,0.0,0.0,90.0,1.0,11.0,1.3
51,122,0.0,0.0,0.0,95.0,1.0,11.0,1.2
51,123,0.0,0.0,0.0,95.0,1.0,10.0,1.2
51,124,0.0,0.0,0.0,95.0,1.0,9.0,1.4
51,125,0.0,0.0,0.0,95.0,1.0,7.0,1.4
51,126,0.0,0.0,0.0,95.0,1.0,8.0,1.4
51,127,0.0,0.0,0.0,95.0,1.0,8.0,1.3
51,128,0.0,0.0,0.0,95.0,1.0,8.0,1.3
51,129,0.0,0.0,0.0,100.0,1.0,7.0,1.3
51,130,0.0,0.0,0.0,100.0,1.0,7.0,1.2
51,131,0.0,0.0,0.0,95.0,1.0,7.0,1.2
51,132,0.0,0.0,0.0,95.0,1.0,5.0,1.2
51,133,0.0,0.0,0.0,95.0,1.0,6.0,1.4
51,134,0.0,0.0,0.0,95.0,1.0,8.0,1.4
51,135,0.0,0.0,0.0,95.0,1.0,7.0,1.3
52,119,-99.0,-99.0,0.0,-99.0,1.0,-99.0,4.9
52,120,-99.0,-99.0,0.0,-99.0,1.0,-99.0,4.9
